disaster_number,state,declaration_type,declaration_date,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,country_name,designated_area,declaration_request_number,deaths,incident_duration
3216,Texas,Upravljanje hitnim situacijama,2005-09-02,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Hutchinson County (Texas),Hutchinson (County),5090,28,12
3239,Iowa,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Davis County (Iowa),Davis (County),5114,9589,12
3338,Vermont,Upravljanje hitnim situacijama,2011-08-29,Hurricane,Hurricane Irene,0,0,1,0,2011-08-26,2011-09-02,Essex County (Vermont),Essex (County),11198,8268,14
2191,Montana,Upravljanje požarom,1996-09-06,Fire,Shepard Mountain Fire (Carbon Cty),0,0,1,0,1996-09-06,1996-09-06,Montana,Statewide,96178,5766,16
1705,Iowa,Velika katastrofa,2007-05-25,Severe Storm,"Severe Storms, Flooding, And Tornadoes",1,1,1,1,2007-05-05,2007-05-07,Fremont County (Iowa),Fremont (County),7839,6909,15
1470,Mississippi,Velika katastrofa,2003-05-23,Severe Storm,"Severe Storms, Tornadoes And High Winds",1,1,0,1,2003-05-05,2003-05-08,Calhoun County (Mississippi),Calhoun (County),3045,2440,5
4420,Nebraska,Velika katastrofa,2019-03-21,Flood,"Severe Winter Storm, Straight-Line Winds, And Flooding",1,0,1,1,2019-03-09,2019-07-14,Platte County (Nebraska),Platte (County),19009,9143,18
337,Florida,Velika katastrofa,1972-06-23,Coastal Storm,Tropical Storm Agnes,0,1,1,0,1972-06-23,1972-06-23,Sarasota County,Sarasota (County),72033,8114,8
4084,Florida,Velika katastrofa,2012-10-18,Hurricane,Hurricane Isaac,0,0,1,1,2012-08-27,2012-08-29,Bay County (Florida),Bay (County),12084,9136,21
3294,Texas,Upravljanje hitnim situacijama,2008-09-10,Hurricane,Hurricane Ike,0,0,1,0,2008-09-07,2008-09-26,Cherokee County (Texas),Cherokee (County),8146,4620,22
1136,Puerto Rico,Velika katastrofa,1996-09-11,Hurricane,Hurricane Hortense,0,1,1,0,1996-09-09,1996-09-11,Aguadilla Municipio,Aguadilla (Municipio),96182,3682,17
1433,Indiana,Velika katastrofa,2002-09-25,Severe Storm,Severe Storms And Tornadoes,0,1,0,1,2002-09-20,2002-09-20,Bartholomew County,Bartholomew (County),2133,6515,21
999,South Dakota,Velika katastrofa,1993-07-19,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,1,0,1993-05-06,1993-09-10,Hamlin County,Hamlin (County),93034,695,22
956,Louisiana,Velika katastrofa,1992-08-26,Hurricane,Hurricane Andrew,0,1,1,0,1992-08-25,1992-08-30,St. John the Baptist Parish,St. John the Baptist (Parish),92037,6391,20
3373,South Carolina,Upravljanje hitnim situacijama,2015-10-03,Severe Storm,Severe Storms And Flooding,0,0,1,0,2015-10-01,2015-10-23,Dillon County,Dillon (County),15078,2513,5
3014,Wisconsin,Upravljanje hitnim situacijama,1976-06-17,Drought,Drought,0,0,1,0,1976-06-17,1976-06-17,Pepin County,Pepin (County),76052,6362,2
1604,Mississippi,Velika katastrofa,2005-08-29,Hurricane,Hurricane Katrina,1,1,1,1,2005-08-29,2005-10-14,Winston County (Mississippi),Winston (County),5082,770,2
1861,Arkansas,Velika katastrofa,2009-12-03,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2009-10-29,2009-11-08,Pulaski County (Arkansas),Pulaski (County),9121,6928,10
3532,Puerto Rico,Upravljanje hitnim situacijama,2020-07-29,Hurricane,Potential Tropical Cyclone Nine,0,0,1,0,2020-07-27,2020-07-31,Adjuntas Municipio,Adjuntas (Municipio),20218,9877,9
3417,Puerto Rico,Upravljanje hitnim situacijama,2019-08-27,Severe Storm,Tropical Storm Dorian,0,0,1,0,2019-08-26,2019-09-06,Jayuya Municipio,Jayuya (Municipio),19067,2599,2
1355,Oklahoma,Velika katastrofa,2001-01-05,Severe Ice Storm,Severe Winter Ice Storm,0,1,1,0,2000-12-25,2001-01-10,Tulsa County,Tulsa (County),1001,1654,21
465,Michigan,Velika katastrofa,1975-04-26,Flood,"Severe Storms, High Winds & Flooding",0,1,1,0,1975-04-26,1975-04-26,Eaton County,Eaton (County),75085,489,16
1257,Texas,Velika katastrofa,1998-10-21,Flood,Tx-Flooding 10/18/98,0,1,1,1,1998-10-17,1998-11-15,Wilson County (Texas),Wilson (County),98063,5119,21
438,Illinois,Velika katastrofa,1974-06-10,Flood,Severe Storms & Flooding,0,1,1,0,1974-06-10,1974-06-10,Clark County (Illinois),Clark (County),74055,6181,8
3218,Georgia,Upravljanje hitnim situacijama,2005-09-05,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-27,2005-10-01,Appling County,Appling (County),5088,8745,12
3250,Ohio,Upravljanje hitnim situacijama,2005-09-13,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Vinton County,Vinton (County),5119,8509,10
3044,Georgia,Upravljanje hitnim situacijama,1977-07-20,Drought,Drought,0,0,1,0,1977-07-20,1977-07-20,Decatur County (Georgia),Decatur (County),77101,8016,9
4586,Texas,Velika katastrofa,2021-02-19,Severe Ice Storm,Severe Winter Storms,0,0,1,1,2021-02-11,2021-02-21,Hudspeth County,Hudspeth (County),21013,4264,16
1402,Kansas,Velika katastrofa,2002-02-06,Severe Ice Storm,Severe Winter Ice Storm,0,1,1,0,2002-01-29,2002-02-15,Sumner County (Kansas),Sumner (County),2016,5803,15
1972,Mississippi,Velika katastrofa,2011-04-29,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Associated Flooding",0,0,1,1,2011-04-15,2011-04-28,Union County (Mississippi),Union (County),11082,5030,13
2892,Texas,Upravljanje požarom,2011-04-15,Fire,Wildcat Fire,0,0,1,0,2011-04-11,2011-05-04,Tom Green County,Tom Green (County),11061,5083,19
296,Puerto Rico,Velika katastrofa,1970-10-12,Flood,Heavy Rains & Flooding,0,1,1,0,1970-10-12,1970-10-12,Aibonito Municipio,Aibonito (Municipio),70023,2318,8
1537,Kentucky,Velika katastrofa,2004-08-06,Severe Storm,Severe Storms And Flooding,0,0,1,1,2004-07-13,2004-07-15,Ohio County (Kentucky),Ohio (County),4072,235,3
1650,New York,Velika katastrofa,2006-07-01,Severe Storm,Severe Storms And Flooding,1,1,1,1,2006-06-26,2006-07-10,Broome County,Broome (County),6110,2232,16
3107,New York,Upravljanje hitnim situacijama,1993-03-17,Snowstorm,Severe Blizzard,0,0,1,0,1993-03-13,1993-03-17,Saratoga County,Saratoga (County),93020,8276,8
1795,Indiana,Velika katastrofa,2008-09-23,Severe Storm,Severe Storms And Flooding,1,1,0,1,2008-09-12,2008-10-06,Jasper County (Indiana),Jasper (County),8156,3119,13
1686,Georgia,Velika katastrofa,2007-03-03,Severe Storm,Severe Storms And Tornadoes,0,0,1,1,2007-03-01,2007-03-02,Webster County (Georgia),Webster (County),7801,7195,7
1456,Tennessee,Velika katastrofa,2003-03-20,Severe Storm,Severe Storms And Flooding,0,0,1,0,2003-02-14,2003-02-26,Lauderdale County (Tennessee),Lauderdale (County),3024,4752,21
580,Texas,Velika katastrofa,1979-04-26,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,1,0,1979-04-26,1979-04-26,Montgomery County (Texas),Montgomery (County),79042,7318,19
1401,Oklahoma,Velika katastrofa,2002-02-01,Severe Ice Storm,Severe Winter Ice Storm,0,1,1,0,2002-01-30,2002-02-11,Woodward County,Woodward (County),2014,8411,7
3216,Texas,Upravljanje hitnim situacijama,2005-09-02,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Panola County (Texas),Panola (County),5090,9398,5
1524,Missouri,Velika katastrofa,2004-06-11,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,1,0,1,2004-05-18,2004-05-31,Andrew County,Andrew (County),4042,8289,18
991,Oklahoma,Velika katastrofa,1993-05-12,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,1,0,1993-05-08,1993-05-26,Pushmataha County,Pushmataha (County),93050,3895,18
4043,Vermont,Velika katastrofa,2011-11-08,Severe Storm,Severe Storms And Flooding,0,0,1,1,2011-05-20,2011-05-20,Washington County (Vermont),Washington (County),11258,2040,9
3250,Ohio,Upravljanje hitnim situacijama,2005-09-13,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Lawrence County (Ohio),Lawrence (County),5119,1851,3
4421,Iowa,Velika katastrofa,2019-03-23,Flood,Severe Storms And Flooding,0,0,1,1,2019-03-12,2019-06-15,Clayton County (Iowa),Clayton (County),19010,1768,9
1689,California,Velika katastrofa,2007-03-13,Freezing,Severe Freeze,0,1,0,1,2007-01-11,2007-01-17,San Luis Obispo County,San Luis Obispo (County),7795,1459,19
3282,Kansas,Upravljanje hitnim situacijama,2007-12-12,Severe Storm,Severe Winter Storms,0,0,1,0,2007-12-06,2007-12-19,Seward County (Kansas),Seward (County),7932,5311,21
821,Kentucky,Velika katastrofa,1989-02-24,Flood,Severe Storms & Flooding,0,1,1,0,1989-01-13,1989-03-08,Morgan County (Kentucky),Morgan (County),89003,9836,10
3302,Kentucky,Upravljanje hitnim situacijama,2009-01-28,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2009-01-27,2009-02-05,Morgan County (Kentucky),Morgan (County),9010,6241,12
3210,Maine,Upravljanje hitnim situacijama,2005-04-21,Snowstorm,Record Snow,0,0,1,0,2005-03-11,2005-03-12,Androscoggin County,Androscoggin (County),5031,6903,7
1260,Tennessee,Velika katastrofa,1999-01-15,Severe Storm,Severe Winter Storm,0,0,1,1,1998-12-23,1998-12-29,Union County (Tennessee),Union (County),99003,4735,18
3419,Florida,Upravljanje hitnim situacijama,2019-08-30,Hurricane,Hurricane Dorian,0,0,1,0,2019-08-28,2019-09-09,St. Lucie County,St. Lucie (County),19072,8566,10
597,Puerto Rico,Velika katastrofa,1979-09-02,Hurricane,Hurricane David,0,1,1,0,1979-09-02,1979-09-02,Orocovis Municipio,Orocovis (Municipio),79071,2721,6
3232,Missouri,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,DeKalb County (Missouri),DeKalb (County),5109,5060,17
4317,Missouri,Velika katastrofa,2017-06-02,Flood,"Severe Storms, Tornadoes, Straight-Line Winds And Flooding",1,0,1,1,2017-04-28,2017-05-11,Stone County (Missouri),Stone (County),17047,2049,20
207,Delaware,Velika katastrofa,1965-08-18,Drought,Water Shortage,0,1,1,0,1965-08-18,1965-08-18,Sussex County (Delaware),Sussex (County),65033,4843,5
4411,Virginia,Velika katastrofa,2018-12-18,Hurricane,Tropical Storm Michael,0,0,1,1,2018-10-09,2018-10-16,King and Queen County,King and Queen (County),18134,7583,6
4577,Louisiana,Velika katastrofa,2021-01-12,Hurricane,Hurricane Zeta,0,0,1,1,2020-10-26,2020-10-29,Lafayette Parish,Lafayette (Parish),21002,8207,22
5110,Idaho,Upravljanje požarom,2015-08-29,Fire,Tepee Springs Fire,0,0,1,1,2015-08-29,2015-09-04,Idaho County,Idaho (County),15070,6230,11
4301,California,Velika katastrofa,2017-02-14,Severe Storm,"Severe Winter Storms, Flooding, And Mudslides",0,0,1,1,2017-01-03,2017-01-12,Napa County,Napa (County),17015,3660,6
3230,Illinois,Upravljanje hitnim situacijama,2005-09-07,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Montgomery County (Illinois),Montgomery (County),5107,2026,6
282,Kentucky,Velika katastrofa,1970-02-02,Flood,"Heavy Snowmelt, Rains & Flooding",0,1,1,0,1970-02-02,1970-02-02,Pike County (Kentucky),Pike (County),70009,8060,8
1239,Texas,Velika katastrofa,1998-08-26,Severe Storm,Tropical Storm Charley,0,0,0,1,1998-08-22,1998-08-31,Oldham County (Texas),Oldham (County),98062,4929,5
3554,Texas,Upravljanje hitnim situacijama,2021-02-14,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2021-02-11,2021-02-21,Childress County,Childress (County),21009,5916,20
3151,Puerto Rico,Upravljanje hitnim situacijama,1999-11-17,Hurricane,Hurricane Lenny,0,0,1,0,1999-11-17,1999-11-20,Juncos Municipio,Juncos (Municipio),99147,1743,4
3212,Louisiana,Upravljanje hitnim situacijama,2005-08-27,Hurricane,Hurricane Katrina,0,0,1,0,2005-08-26,2005-11-01,Lincoln Parish,Lincoln (Parish),5078,310,18
3013,Minnesota,Upravljanje hitnim situacijama,1976-06-17,Drought,Drought,0,0,1,0,1976-06-17,1976-06-17,Mahnomen County,Mahnomen (County),76051,598,6
4611,Louisiana,Velika katastrofa,2021-08-29,Hurricane,Hurricane Ida,1,0,1,1,2021-08-26,2021-09-03,Terrebonne Parish,Terrebonne (Parish),21091,8519,18
884,Arizona,Velika katastrofa,1990-12-06,Flood,Severe Storms & Flooding,0,0,1,0,1990-07-08,1990-09-14,Pima County,Pima (County),90054,4623,13
3146,North Carolina,Upravljanje hitnim situacijama,1999-09-15,Hurricane,Hurricane Floyd Emergency Declarations,0,0,1,0,1999-09-15,1999-10-04,Chowan County,Chowan (County),99088,6904,2
861,Alabama,Velika katastrofa,1990-03-21,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,1,0,1990-03-15,1990-03-28,Randolph County (Alabama),Randolph (County),90013,212,23
1086,Virginia,Velika katastrofa,1996-01-13,Snowstorm,Blizzard Of 96 (Severe Snow Storm),0,0,1,0,1996-01-06,1996-01-12,Amelia County,Amelia (County),96018,109,6
484,Florida,Velika katastrofa,1975-09-26,Flood,"High Winds, Heavy Rains & Flooding",0,1,1,0,1975-09-26,1975-09-26,Holmes County (Florida),Holmes (County),76018,7404,11
4441,Arkansas,Velika katastrofa,2019-06-08,Flood,Severe Storms And Flooding,1,0,1,1,2019-05-21,2019-06-14,Pulaski County (Arkansas),Pulaski (County),19036,1609,20
1518,Iowa,Velika katastrofa,2004-05-25,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,1,1,1,2004-05-19,2004-06-24,Floyd County (Iowa),Floyd (County),4032,3119,16
3373,South Carolina,Upravljanje hitnim situacijama,2015-10-03,Severe Storm,Severe Storms And Flooding,0,0,1,0,2015-10-01,2015-10-23,Florence County (South Carolina),Florence (County),15078,4930,5
4393,North Carolina,Velika katastrofa,2018-09-14,Hurricane,Hurricane Florence,0,0,1,1,2018-09-07,2018-09-29,Madison County (North Carolina),Madison (County),18102,7892,4
260,Wisconsin,Velika katastrofa,1969-05-01,Flood,Flooding,0,1,1,0,1969-05-01,1969-05-01,Trempealeau County,Trempealeau (County),69023,9092,9
1103,North Carolina,Velika katastrofa,1996-02-23,Snowstorm,Winter Storm,0,0,1,0,1996-02-02,1996-02-09,Gates County,Gates (County),96036,1454,19
1624,Texas,Velika katastrofa,2006-01-11,Fire,Extreme Wildfire Threat,0,0,1,1,2005-11-27,2006-05-14,Fayette County (Texas),Fayette (County),6021,3714,5
4081,Mississippi,Velika katastrofa,2012-08-29,Hurricane,Hurricane Isaac,1,0,1,1,2012-08-26,2012-09-11,Forrest County,Forrest (County),12077,7933,7
953,Indiana,Velika katastrofa,1992-08-17,Flood,Severe Storms & Flash Flooding,0,1,1,0,1992-08-08,1992-08-09,Lawrence County (Indiana),Lawrence (County),92034,9882,10
1996,Montana,Velika katastrofa,2011-06-17,Severe Storm,Severe Storms And Flooding,1,0,0,1,2011-04-04,2011-07-22,Missoula County,Missoula (County),11132,7924,12
4068,Florida,Velika katastrofa,2012-07-03,Severe Storm,Tropical Storm Debby,0,0,1,1,2012-06-23,2012-07-26,Charlotte County (Florida),Charlotte (County),12045,3175,5
1015,Pennsylvania,Velika katastrofa,1994-03-10,Severe Storm,Severe Winter Storms,0,0,1,0,1994-01-04,1994-02-25,Greene County (Pennsylvania),Greene (County),94013,8750,7
4394,South Carolina,Velika katastrofa,2018-09-16,Hurricane,Hurricane Florence,0,0,1,1,2018-09-08,2018-10-08,Calhoun County (South Carolina),Calhoun (County),18103,2644,7
1161,South Dakota,Velika katastrofa,1997-02-28,Severe Storm,Severe Winter Storm,0,0,1,0,1996-11-13,1996-11-26,Harding County (South Dakota),Harding (County),97037,4762,6
577,Mississippi,Velika katastrofa,1979-04-16,Severe Storm,"Storms, Tornadoes, Floods",0,1,1,0,1979-04-16,1979-04-16,Calhoun County (Mississippi),Calhoun (County),79037,2291,15
4218,Kentucky,Velika katastrofa,2015-05-12,Flood,"Severe Winter Storm, Snowstorm, Flooding, Landslides, And Mudslides",0,0,1,1,2015-03-03,2015-03-09,Leslie County,Leslie (County),15015,354,6
3057,Michigan,Upravljanje hitnim situacijama,1978-01-27,Snowstorm,Blizzards & Snowstorms,0,0,1,0,1978-01-27,1978-01-27,Muskegon County,Muskegon (County),78028,5639,11
1161,South Dakota,Velika katastrofa,1997-02-28,Severe Storm,Severe Winter Storm,0,0,1,0,1996-11-13,1996-11-26,Meade County (South Dakota),Meade (County),97037,7425,12
4559,Louisiana,Velika katastrofa,2020-08-28,Hurricane,Hurricane Laura,0,0,1,1,2020-08-22,2020-08-27,East Feliciana Parish,East Feliciana (Parish),20251,1489,6
1000,Kansas,Velika katastrofa,1993-07-22,Flood,Severe Storms & Flooding,0,1,1,0,1993-06-28,1993-10-05,Smith County (Kansas),Smith (County),93035,5039,5
1086,Virginia,Velika katastrofa,1996-01-13,Snowstorm,Blizzard Of 96 (Severe Snow Storm),0,0,1,0,1996-01-06,1996-01-12,Halifax County (Virginia),South Boston,96018,1500,20
252,Florida,Velika katastrofa,1968-11-07,Hurricane,Hurricane Gladys,0,1,1,0,1968-11-07,1968-11-07,Pasco County,Pasco (County),68022,113,22
1356,Texas,Velika katastrofa,2001-01-08,Severe Ice Storm,Severe Winter Ice Storm,0,0,1,1,2000-12-12,2001-01-15,Franklin County (Texas),Franklin (County),1002,6143,16
5308,Florida,Upravljanje požarom,2020-05-07,Fire,Mussett Bayou Fire,0,0,1,1,2020-05-06,2020-06-02,Walton County (Florida),Walton (County),20179,5613,19
1230,Iowa,Velika katastrofa,1998-07-02,Flood,"Severe Storms, Tornadoes And Flooding",0,1,1,0,1998-06-13,1998-07-15,Wapello County,Wapello (County),99066,5271,2
755,Virginia,Velika katastrofa,1985-11-09,Flood,Severe Storms & Flooding,0,1,0,0,1985-11-09,1985-11-09,Mathews County,Mathews (County),85072,2800,7
241,Oklahoma,Velika katastrofa,1968-05-29,Flood,Heavy Rains & Flooding,0,1,1,0,1968-05-29,1968-05-29,Le Flore County,Le Flore (County),68011,7510,22
3135,Indiana,Upravljanje hitnim situacijama,1999-01-15,Snowstorm,In-Winter Storm 12/23/98,0,0,1,0,1999-01-01,1999-01-15,Fayette County (Indiana),Fayette (County),99007,1660,13
1606,Texas,Velika katastrofa,2005-09-24,Hurricane,Hurricane Rita,0,0,1,1,2005-09-23,2005-10-14,Oldham County (Texas),Oldham (County),5140,5554,23
526,Florida,Velika katastrofa,1977-01-31,Freezing,Severe Winter Weather,0,1,0,0,1977-01-31,1977-01-31,Broward County,Broward (County),77029,5229,13
1671,Washington,Velika katastrofa,2006-12-12,Severe Storm,"Severe Storms, Flooding, Landslides, And Mudslides",1,1,1,1,2006-11-02,2006-11-11,Skagit County,Skagit (County),6172,1004,17
5342,Washington,Upravljanje požarom,2020-09-01,Fire,Evans Canyon Fire,0,0,1,1,2020-09-01,2020-09-14,Yakima County,Yakima (County),20255,1809,17
3162,Indiana,Upravljanje hitnim situacijama,2001-01-24,Snowstorm,Snow,0,0,1,0,2000-12-11,2000-12-31,Lake County (Indiana),Lake (County),1007,8220,22
247,Indiana,Velika katastrofa,1968-07-30,Flood,Flooding,0,1,1,0,1968-07-30,1968-07-30,Brown County (Indiana),Brown (County),68017,9671,7
5178,Florida,Upravljanje požarom,2017-04-21,Fire,30th Avenue Fire,0,0,1,1,2017-04-20,2017-06-05,Collier County,Collier (County),17036,7823,18
1709,Texas,Velika katastrofa,2007-06-29,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,1,1,1,2007-06-16,2007-08-03,Llano County,Llano (County),7851,2498,10
1331,Tennessee,Velika katastrofa,2000-06-12,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2000-05-23,2000-05-31,Weakley County,Weakley (County),50,4217,6
4254,Arkansas,Velika katastrofa,2016-02-05,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",1,0,0,1,2015-12-26,2016-01-22,Jefferson County (Arkansas),Jefferson (County),16011,2346,17
1650,New York,Velika katastrofa,2006-07-01,Severe Storm,Severe Storms And Flooding,1,1,1,1,2006-06-26,2006-07-10,Delaware County (New York),Delaware (County),6110,4883,14
3350,Massachusetts,Upravljanje hitnim situacijama,2012-10-28,Hurricane,Hurricane Sandy,0,0,1,0,2012-10-27,2012-11-08,Franklin County (Massachusetts),Franklin (County),12102,7735,19
3112,Virginia,Upravljanje hitnim situacijama,1993-03-25,Snowstorm,Severe Winter Storm,0,0,1,0,1993-03-13,1993-03-14,Virginia Beach city,Virginia Beach,93025,1978,13
3216,Texas,Upravljanje hitnim situacijama,2005-09-02,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Winkler County,Winkler (County),5090,242,20
3104,Kentucky,Upravljanje hitnim situacijama,1993-03-16,Snowstorm,Severe Snowfall & Winter Storm,0,0,1,0,1993-03-13,1993-03-17,Scott County (Kentucky),Scott (County),93017,8338,14
1158,Minnesota,Velika katastrofa,1997-01-16,Severe Storm,Severe Winter Storms,0,0,1,0,1997-01-03,1997-02-03,Rock County (Minnesota),Rock (County),97034,3841,19
427,Illinois,Velika katastrofa,1974-04-11,Tornado,Tornadoes,0,1,1,0,1974-04-11,1974-04-11,Champaign County (Illinois),Champaign (County),74033,2,11
1678,Oklahoma,Velika katastrofa,2007-02-01,Severe Storm,Severe Winter Storms,0,0,1,1,2007-01-12,2007-01-26,Pittsburg County,Pittsburg (County),7791,7983,15
4166,South Carolina,Velika katastrofa,2014-03-12,Severe Ice Storm,Severe Winter Storm,0,0,1,1,2014-02-10,2014-02-14,Marion County (South Carolina),Marion (County),14015,5161,16
861,Alabama,Velika katastrofa,1990-03-21,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,1,0,1990-03-15,1990-03-28,Mobile County,Mobile (County),90013,5114,23
722,New Mexico,Velika katastrofa,1984-09-06,Flood,Severe Storms & Flooding,0,0,1,0,1984-08-08,1984-08-26,Otero County (New Mexico),Otero (County),84064,4035,14
